CustomerID,Gender,Age,Tenure_Months,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
191,Male,44,58,499.55,28973.9,Quarterly,UPI,0
192,Male,51,57,1615.46,92081.22,Yearly,UPI,0
193,Male,61,68,650.1,44206.8,Quarterly,UPI,0
194,Male,21,52,950.69,49435.88,Quarterly,Net Banking,0
195,Male,53,37,830.85,30741.45,Yearly,Net Banking,0
196,Female,35,8,1745.87,13966.96,Quarterly,Credit Card,1
197,Female,32,44,427.78,18822.32,Yearly,Credit Card,0
198,Female,68,5,1218.16,6090.8,Yearly,Net Banking,1
199,Male,30,69,455.71,31443.99,Quarterly,Debit Card,0
200,Male,36,31,1468.63,45527.53,Quarterly,UPI,0
201,Male,66,45,1829.14,82311.3,Monthly,Net Banking,0
202,Female,23,9,982.29,8840.61,Quarterly,Credit Card,0
203,Male,65,32,1078.57,34514.24,Monthly,UPI,0
204,Male,29,33,1869.36,61688.88,Quarterly,Credit Card,0
205,Female,68,67,1137.78,76231.26,Yearly,Debit Card,0
206,Male,54,30,1077.68,32330.4,Yearly,UPI,0
207,Female,34,29,1240.99,35988.71,Monthly,Debit Card,0
208,Female,40,3,1440.61,4321.83,Quarterly,Debit Card,1
209,Female,43,57,392.39,22366.23,Monthly,Debit Card,0
210,Male,46,30,1678.0,50340.0,Quarterly,Net Banking,0
211,Male,50,9,983.91,8855.19,Quarterly,Credit Card,0
212,Male,44,26,330.23,8585.98,Yearly,UPI,0
213,Male,42,2,1615.13,3230.26,Monthly,Net Banking,1
214,Male,27,62,878.51,54467.62,Yearly,Credit Card,0
215,Male,64,3,380.66,1141.98,Yearly,Net Banking,0
216,Male,40,46,1340.8,61676.8,Yearly,Credit Card,0
217,Female,38,68,1784.24,121328.32,Monthly,UPI,0
218,Male,38,25,1797.96,44949.0,Quarterly,UPI,0
219,Female,60,51,1923.79,98113.29,Quarterly,UPI,0
220,Male,30,13,1761.87,22904.31,Monthly,UPI,0
221,Male,54,44,203.85,8969.4,Quarterly,Credit Card,0
222,Male,50,35,884.43,30955.05,Monthly,Net Banking,0
223,Female,41,55,1673.38,92035.9,Monthly,UPI,0
224,Female,61,9,859.26,7733.34,Quarterly,UPI,0
225,Female,28,2,1282.79,2565.58,Yearly,UPI,1
226,Female,34,61,1291.37,78773.57,Monthly,Debit Card,0
227,Male,21,41,857.05,35139.05,Monthly,UPI,0
228,Female,64,44,1828.05,80434.2,Monthly,UPI,0
229,Male,42,64,1105.81,70771.84,Monthly,Credit Card,0
230,Male,47,31,1036.61,32134.91,Quarterly,Debit Card,0
231,Female,26,47,1995.52,93789.44,Quarterly,Credit Card,0
232,Female,38,2,1088.3,2176.6,Monthly,Net Banking,0
233,Female,37,69,521.12,35957.28,Yearly,Debit Card,0
234,Female,36,58,1123.52,65164.16,Quarterly,Credit Card,0
235,Female,36,44,1665.23,73270.12,Yearly,Credit Card,0
236,Female,29,56,1598.35,89507.6,Yearly,Net Banking,0
237,Female,54,43,1619.45,69636.35,Monthly,Net Banking,0
238,Female,59,34,1474.44,50130.96,Quarterly,UPI,0
239,Male,34,30,657.59,19727.7,Monthly,UPI,0
240,Female,54,71,1751.75,124374.25,Monthly,Debit Card,0
241,Female,65,70,1808.2,126574.0,Yearly,Debit Card,0
242,Male,56,55,549.47,30220.85,Yearly,Net Banking,0
243,Female,45,67,434.82,29132.94,Yearly,Debit Card,0
244,Male,58,13,1956.09,25429.17,Monthly,UPI,0
245,Male,52,3,1762.98,5288.94,Monthly,Net Banking,1
246,Female,64,26,1807.83,47003.58,Monthly,Credit Card,0
247,Male,65,57,1795.48,102342.36,Monthly,Net Banking,0
248,Male,35,24,1175.04,28200.96,Monthly,Debit Card,0
249,Male,31,53,1363.52,72266.56,Monthly,UPI,0
250,Male,52,70,1181.65,82715.5,Monthly,UPI,0
251,Female,61,43,292.17,12563.31,Monthly,Credit Card,0
252,Male,58,60,1541.91,92514.6,Quarterly,Credit Card,0
253,Female,24,58,1109.6,64356.8,Quarterly,Net Banking,0
254,Male,58,49,1365.88,66928.12,Quarterly,UPI,0
255,Male,30,42,1104.75,46399.5,Quarterly,Credit Card,0
256,Male,35,66,1085.26,71627.16,Monthly,Credit Card,0
257,Male,54,11,509.22,5601.42,Monthly,Net Banking,0
258,Female,30,18,701.68,12630.24,Yearly,Net Banking,0
259,Female,53,52,485.93,25268.36,Yearly,UPI,0
260,Male,48,46,552.2,25401.2,Quarterly,Debit Card,0
261,Male,19,44,1951.36,85859.84,Yearly,Debit Card,0
262,Female,33,22,475.6,10463.2,Quarterly,UPI,0
263,Male,26,53,684.69,36288.57,Monthly,Debit Card,0
264,Male,26,59,1263.06,74520.54,Monthly,UPI,0
265,Male,55,30,1298.32,38949.6,Yearly,UPI,0
266,Female,28,8,477.15,3817.2,Monthly,Credit Card,0
267,Female,39,57,1628.69,92835.33,Monthly,Debit Card,0
268,Female,50,20,1613.37,32267.4,Quarterly,UPI,0
269,Male,53,25,627.17,15679.25,Yearly,Debit Card,0
270,Male,62,19,719.6,13672.4,Monthly,Debit Card,0
271,Female,40,5,1888.38,9441.9,Yearly,Net Banking,1
272,Female,62,27,1686.21,45527.67,Monthly,Debit Card,0
273,Female,62,40,1456.03,58241.2,Quarterly,UPI,0
274,Female,51,26,348.02,9048.52,Monthly,Credit Card,0
275,Male,26,27,952.88,25727.76,Yearly,Debit Card,0
276,Female,41,62,1206.74,74817.88,Yearly,UPI,0
277,Male,25,50,537.34,26867.0,Quarterly,Net Banking,0
278,Female,24,42,1006.81,42286.02,Monthly,Debit Card,0
279,Male,53,29,1281.85,37173.65,Quarterly,Credit Card,0
280,Female,35,39,789.28,30781.92,Yearly,Debit Card,0
281,Female,20,60,1605.7,96342.0,Quarterly,UPI,0
282,Female,45,41,1712.81,70225.21,Monthly,Debit Card,0
283,Female,23,33,782.5,25822.5,Monthly,Debit Card,0
284,Male,61,16,1709.58,27353.28,Quarterly,Net Banking,0
285,Female,61,23,386.44,8888.12,Yearly,Debit Card,0
286,Male,38,7,1707.91,11955.37,Yearly,Credit Card,1
287,Male,45,26,474.95,12348.7,Quarterly,Debit Card,0
288,Male,57,12,349.27,4191.24,Monthly,Net Banking,0
289,Male,18,5,1355.2,6776.0,Monthly,UPI,1
290,Female,53,69,1049.49,72414.81,Monthly,Debit Card,0
291,Male,38,49,1834.2,89875.8,Monthly,Debit Card,0
292,Male,60,26,853.74,22197.24,Yearly,Net Banking,0
293,Male,52,5,716.87,3584.35,Monthly,Net Banking,0
294,Female,30,22,1101.32,24229.04,Quarterly,Net Banking,0
295,Female,66,13,1020.7,13269.1,Quarterly,Debit Card,0
296,Female,27,28,819.97,22959.16,Quarterly,Credit Card,0
297,Female,61,33,1448.73,47808.09,Quarterly,Net Banking,0
298,Male,64,23,1567.21,36045.83,Monthly,UPI,0
299,Male,27,18,1735.37,31236.66,Yearly,Debit Card,0
300,Female,63,30,1951.14,58534.2,Monthly,UPI,0
301,Male,30,26,679.98,17679.48,Yearly,UPI,0
302,Male,54,16,1488.97,23823.52,Monthly,Credit Card,0
303,Male,55,39,909.66,35476.74,Yearly,UPI,0
304,Female,41,33,1418.75,46818.75,Quarterly,Net Banking,0
305,Female,19,26,1056.77,27476.02,Quarterly,Net Banking,0
306,Male,39,48,1988.79,95461.92,Yearly,Debit Card,0
307,Female,34,65,1512.02,98281.3,Yearly,Credit Card,0
308,Female,53,38,1914.48,72750.24,Yearly,Credit Card,0
309,Female,31,2,1702.95,3405.9,Quarterly,UPI,1
310,Female,27,6,1825.22,10951.32,Quarterly,Credit Card,1
311,Female,52,46,1665.95,76633.7,Monthly,UPI,0
312,Male,42,50,1026.49,51324.5,Yearly,UPI,0
313,Female,20,38,653.22,24822.36,Yearly,Credit Card,0
314,Male,64,18,866.58,15598.44,Yearly,Debit Card,0
315,Male,55,27,236.43,6383.61,Quarterly,UPI,0
316,Female,34,41,1143.19,46870.79,Yearly,Net Banking,0
317,Male,29,17,1109.1,18854.7,Yearly,Net Banking,0
318,Male,69,62,1145.45,71017.9,Quarterly,Credit Card,0
319,Male,41,29,1953.26,56644.54,Yearly,Credit Card,0
320,Female,46,58,1840.62,106755.96,Monthly,UPI,0
321,Female,60,70,491.08,34375.6,Quarterly,UPI,0
322,Male,42,22,863.99,19007.78,Quarterly,Net Banking,0
323,Female,53,6,963.12,5778.72,Quarterly,UPI,0
324,Female,43,26,848.96,22072.96,Monthly,Net Banking,0
325,Female,55,39,1637.29,63854.31,Quarterly,UPI,0
326,Female,18,12,1143.27,13719.24,Quarterly,Debit Card,0
327,Male,37,14,1229.78,17216.92,Quarterly,Debit Card,0
328,Male,45,22,1735.42,38179.24,Quarterly,Net Banking,0
329,Female,33,51,1650.67,84184.17,Monthly,Debit Card,0
330,Female,64,23,437.98,10073.54,Yearly,Debit Card,0
331,Male,34,48,1485.05,71282.4,Yearly,Credit Card,0
332,Male,57,71,983.79,69849.09,Quarterly,UPI,0
333,Female,45,50,730.37,36518.5,Monthly,Credit Card,0
334,Male,29,13,290.03,3770.39,Quarterly,Net Banking,0
335,Female,44,10,1077.05,10770.5,Yearly,Credit Card,0
336,Female,59,55,839.79,46188.45,Yearly,Net Banking,0
337,Male,64,9,652.72,5874.48,Monthly,Debit Card,0
338,Male,47,52,1450.41,75421.32,Yearly,Credit Card,0
339,Female,58,2,1585.07,3170.14,Quarterly,Debit Card,1
340,Female,51,25,640.62,16015.5,Monthly,UPI,0
341,Male,54,13,289.01,3757.13,Yearly,Debit Card,0
342,Female,23,51,1727.75,88115.25,Quarterly,UPI,0
343,Male,24,58,217.93,12639.94,Monthly,Debit Card,0
344,Female,49,34,1886.8,64151.2,Quarterly,Credit Card,0
345,Male,49,35,1329.72,46540.2,Yearly,Credit Card,0
346,Male,42,3,779.32,2337.96,Quarterly,Debit Card,0
347,Male,50,59,643.66,37975.94,Monthly,Net Banking,0
348,Female,24,70,216.21,15134.7,Quarterly,Net Banking,0
349,Female,69,48,623.85,29944.8,Yearly,UPI,0
350,Male,29,64,447.91,28666.24,Monthly,UPI,0
351,Female,33,19,1301.9,24736.1,Monthly,Debit Card,0
352,Male,33,67,499.78,33485.26,Yearly,Credit Card,0
353,Male,60,5,1151.53,5757.65,Quarterly,UPI,0
354,Female,53,67,1262.21,84568.07,Quarterly,Debit Card,0
355,Female,30,11,736.48,8101.28,Yearly,UPI,0
356,Male,24,68,263.12,17892.16,Monthly,Credit Card,0
357,Female,53,69,267.06,18427.14,Yearly,UPI,0
358,Female,64,1,247.43,247.43,Monthly,Debit Card,0
359,Male,68,63,1530.42,96416.46,Monthly,UPI,0
360,Male,26,29,772.42,22400.18,Quarterly,Net Banking,0
361,Female,49,12,1633.34,19600.08,Yearly,UPI,0
362,Male,28,41,977.12,40061.92,Monthly,Credit Card,0
363,Male,25,2,1015.4,2030.8,Quarterly,Credit Card,0
364,Female,50,37,1123.19,41558.03,Yearly,Credit Card,0
365,Male,40,45,1483.46,66755.7,Yearly,Credit Card,0
366,Male,42,48,692.31,33230.88,Monthly,Debit Card,0
367,Female,25,24,418.86,10052.64,Monthly,UPI,0
368,Female,62,22,1200.9,26419.8,Monthly,UPI,0
369,Male,39,11,788.56,8674.16,Yearly,UPI,0
370,Male,21,58,996.48,57795.84,Monthly,UPI,0
371,Female,57,46,1364.5,62767.0,Yearly,Debit Card,0
372,Female,20,29,1089.43,31593.47,Quarterly,Credit Card,0
373,Female,46,35,1316.5,46077.5,Yearly,UPI,0
374,Female,58,15,1179.56,17693.4,Monthly,UPI,0
375,Male,46,60,1531.63,91897.8,Yearly,Credit Card,0
376,Female,51,42,1470.69,61768.98,Monthly,Net Banking,0
377,Female,51,43,1161.54,49946.22,Quarterly,Net Banking,0
378,Male,45,49,1422.03,69679.47,Monthly,Credit Card,0
379,Female,30,64,1772.41,113434.24,Monthly,UPI,0
380,Male,32,32,978.09,31298.88,Monthly,Credit Card,0
381,Female,40,64,942.97,60350.08,Monthly,UPI,0
382,Female,61,2,1575.64,3151.28,Monthly,UPI,1
383,Female,43,24,1248.6,29966.4,Monthly,Net Banking,0
384,Male,21,66,327.81,21635.46,Quarterly,Net Banking,0
385,Male,43,38,1805.8,68620.4,Quarterly,UPI,0
386,Female,57,31,255.41,7917.71,Yearly,UPI,0
387,Male,26,26,1547.11,40224.86,Monthly,UPI,0
388,Male,22,29,1565.83,45409.07,Yearly,Net Banking,0
389,Male,49,67,1915.6,128345.2,Quarterly,UPI,0
390,Male,37,25,297.44,7436.0,Quarterly,Credit Card,0
391,Male,67,48,1274.34,61168.32,Monthly,Debit Card,0
392,Male,28,65,970.11,63057.15,Monthly,Debit Card,0
393,Female,32,53,795.14,42142.42,Yearly,UPI,0
394,Female,49,67,362.57,24292.19,Quarterly,Credit Card,0
395,Male,45,18,1212.78,21830.04,Yearly,UPI,0
396,Female,39,9,1062.27,9560.43,Yearly,Credit Card,0
397,Female,58,38,388.2,14751.6,Yearly,Net Banking,0
398,Female,34,21,1302.48,27352.08,Monthly,Net Banking,0
399,Female,43,65,1528.32,99340.8,Quarterly,UPI,0
400,Male,61,21,1581.1,33203.1,Yearly,Net Banking,0
401,Female,24,27,1829.67,49401.09,Quarterly,UPI,0
402,Female,59,70,937.05,65593.5,Quarterly,Debit Card,0
403,Male,43,44,1915.53,84283.32,Yearly,Credit Card,0
404,Male,42,28,1757.77,49217.56,Yearly,Credit Card,0
405,Female,27,45,733.7,33016.5,Monthly,Debit Card,0
406,Female,62,17,486.71,8274.07,Quarterly,Debit Card,0
407,Female,36,40,983.7,39348.0,Yearly,Debit Card,0
408,Female,28,3,923.42,2770.26,Yearly,Debit Card,0
409,Female,30,66,1236.29,81595.14,Quarterly,Net Banking,0
410,Female,25,46,1250.1,57504.6,Yearly,Credit Card,0
411,Male,57,30,1549.98,46499.4,Quarterly,Credit Card,0
412,Female,21,69,1117.8,77128.2,Yearly,Debit Card,0
413,Female,64,9,388.68,3498.12,Quarterly,UPI,0
414,Male,48,11,1744.92,19194.12,Yearly,UPI,1
415,Male,45,69,757.58,52273.02,Yearly,UPI,0
416,Male,28,66,1948.34,128590.44,Monthly,UPI,0
417,Male,60,31,412.15,12776.65,Quarterly,Net Banking,0
418,Female,18,33,1924.85,63520.05,Monthly,Credit Card,0
419,Female,66,39,363.82,14188.98,Yearly,Credit Card,0
420,Female,64,46,615.87,28330.02,Quarterly,Credit Card,0
421,Female,69,37,283.84,10502.08,Quarterly,UPI,0
422,Female,55,60,1469.2,88152.0,Yearly,Debit Card,0
423,Female,41,31,1730.54,53646.74,Yearly,UPI,0
424,Male,64,11,981.33,10794.63,Yearly,Credit Card,0
425,Female,48,2,1871.34,3742.68,Yearly,UPI,1
426,Male,58,27,1262.54,34088.58,Quarterly,Debit Card,0
427,Male,63,2,1334.01,2668.02,Monthly,Debit Card,1
428,Female,67,21,1721.75,36156.75,Quarterly,UPI,0
429,Male,43,58,734.24,42585.92,Quarterly,Credit Card,0
430,Female,66,5,837.68,4188.4,Quarterly,Net Banking,0
431,Male,67,52,1830.71,95196.92,Quarterly,Credit Card,0
432,Female,22,45,1821.73,81977.85,Yearly,Net Banking,0
433,Male,37,20,1957.67,39153.4,Monthly,Credit Card,0
434,Female,69,61,1823.31,111221.91,Quarterly,UPI,0
435,Female,58,38,429.27,16312.26,Quarterly,Net Banking,0
436,Female,28,20,1682.7,33654.0,Monthly,Credit Card,0
437,Female,50,25,937.71,23442.75,Yearly,UPI,0
438,Female,67,2,1983.44,3966.88,Quarterly,Credit Card,1
439,Male,55,32,1050.11,33603.52,Yearly,Debit Card,0
440,Male,44,26,1196.9,31119.4,Quarterly,Debit Card,0
441,Male,51,70,1153.59,80751.3,Quarterly,Credit Card,0
442,Female,32,41,779.13,31944.33,Monthly,UPI,0
443,Male,49,67,335.04,22447.68,Monthly,Credit Card,0
